MCS.ID	synonyms	gene.ID	gene.symbol	uniprot	species	MCS	location.literature.	cell.line.tissue	Experimental.Method	source.number	PMID-1	Description-1	Evidences-1	PMID-2	Description-2	Evidences-2	PMID-3	Description-3	Evidences-3	PMID-4	Description-4	Evidences-4	PMID-5	Description-5	Evidences-5	PMID-6	Description-6	Evidences-6	PMID-7	Description-7	Evidences-7	PMID-8	Description-8	Evidences-8	PMID-9	Description-9	Evidences-9	PMID-10	Description-10	Evidences-10	PMID-11	Description-11	Evidences-11	PMID-12	Description-12	Evidences-12
HMCS00040	NDUFA4	4697	NDUFA4	O00483	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00041	BIN1; AMPHL	274	BIN1	O00499	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00042	SDCBP; MDA9; SYCL	6386	SDCBP	O00560	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00043	NOP56; NOL5A	10528	NOP56	O00567	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00044	DDX3X; DBX; DDX3	1654	DDX3X	O00571	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00045	RNASET2; RNASE6PL	8635	RNASET2	O00584	Human	ER-MT; MT-ER	MT; ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00046	PLPP3; LPP3; PPAP2B	8613	PLPP3	O14495	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00047	CDK2AP1; CDKAP1; DOC1	8099	CDK2AP1	O14519	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00048	SDHD; SDH4	6392	SDHD	O14521	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00049	COX7A2L; COX7AR; COX7RP	9167	COX7A2L	O14548	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00050	GAPDHS; GAPD2; GAPDH2; GAPDS; HSD-35; HSD35	26330	GAPDHS	O14556	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00051	NDUFAB1	4706	NDUFAB1	O14561	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00052	GOSR2; GS27	9570	GOSR2	O14653	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00053	TOR1A; DQ2; DYT1; TA; TORA	1861	TOR1A	O14656	Human	ER-MT; MT-ER	ER	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00054	ADAM10; KUZ; MADM	102	ADAM10	O14672	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00055	PTGES; MGST1L1; MPGES1; PGES; PIG12	9536	PTGES	O14684	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00056	RGPD8; RANBP2ALPHA; RANBP2L1; RANBP2L3	727851	RGPD8	O14715	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00057	ACOT8; ACTEIII; PTE1	10005	ACOT8	O14734	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00058	CDIPT; PIS; PIS1	10423	CDIPT	O14735	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00059	PDCD5; TFAR19	9141	PDCD5	O14737	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00060	NHERF1; NHERF; SLC9A3R1	9368	SLC9A3R1	O14745	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00061	TPP1; CLN2; GIG1; UNQ267/PRO304	1200	TPP1	O14773	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00062	PSMA7; HSPC	5688	PSMA7	O14818	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00063	SCAMP3; C1orf3; PROPIN1	10067	SCAMP3	O14828	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00064	PHYH; PAHX	5264	PHYH	O14832	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00065	BCKDK	10295	BCKDK	O14874	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00066	MGST3	4259	MGST3	O14880	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00067	TAX1BP3; TIP1	30851	TAX1BP3	O14907	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00068	TIMM23; TIM23	100287932	TIMM23	O14925	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00069	UQCRQ	27089	UQCRQ	O14949	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00070	CLGN	1047	CLGN	O14967	Human	ER-MT; MT-ER	ER	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00071	SLC27A2; ACSVL1; FACVL1; FATP2; VLACS	11001	SLC27A2	O14975	Human	ER-MT; MT-ER	ER	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
