"","group_id","desc","varname"
"3667","1057","DIPA-MCRS1 complex","MCRS1"
"20581","1057","DIPA-MCRS1 complex","DIPA"
"20582","1057","DIPA-MCRS1 complex","INO80Q"
"20583","1057","DIPA-MCRS1 complex","MSP58"
"3668","1058","SNX complex (SNX1, SNX6)","SNX1"
"3669","1058","SNX complex (SNX1, SNX6)","SNX6"
"3670","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","SNX2"
"3671","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","VPS26A"
"3672","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","SNX1"
"3673","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","VPS35"
"3674","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","VPS29"
"20586","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","VPS26"
"20588","1059","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","MEM3"
"3675","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","SNX2"
"3676","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","SNX1"
"3677","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","VPS26B"
"3678","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","VPS35"
"3679","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","VPS29"
"20593","1060","Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)","MEM3"
"3680","1062","BAR-BCL2-CASP8 complex","BCL2"
"3681","1062","BAR-BCL2-CASP8 complex","CASP8"
"3682","1062","BAR-BCL2-CASP8 complex","BFAR"
"20596","1062","BAR-BCL2-CASP8 complex","MCH5"
"20597","1062","BAR-BCL2-CASP8 complex","BAR"
"20598","1062","BAR-BCL2-CASP8 complex","RNF47"
"3683","1063","GRASP-GRP1 complex","CYTH3"
"3684","1063","GRASP-GRP1 complex","GRASP"
"20599","1063","GRASP-GRP1 complex","ARNO3"
"20600","1063","GRASP-GRP1 complex","GRP1"
"20601","1063","GRASP-GRP1 complex","PSCD3"
"3685","1064","IFP35-NMI complex","IFI35"
"3686","1064","IFP35-NMI complex","NMI"
"20602","1064","IFP35-NMI complex","IFP35"
"3687","1067","CD8A-LCK complex","CD8A"
"3688","1067","CD8A-LCK complex","LCK"
"20604","1067","CD8A-LCK complex","MAL"
"3689","1068","12S U11 snRNP","SNRPB"
"3690","1068","12S U11 snRNP","SNRPE"
"3691","1068","12S U11 snRNP","SNRPF"
"3692","1068","12S U11 snRNP","SNRPG"
"3693","1068","12S U11 snRNP","SNRPD1"
"3694","1068","12S U11 snRNP","SNRPD2"
"3695","1068","12S U11 snRNP","SNRPD3"
"3696","1068","12S U11 snRNP","YBX1"
"3697","1068","12S U11 snRNP","SNRNP35"
"3698","1068","12S U11 snRNP","SRSF7"
"3699","1068","12S U11 snRNP","SNRNP48"
"3700","1068","12S U11 snRNP","PDCD7"
"3701","1068","12S U11 snRNP","TOE1"
"3702","1068","12S U11 snRNP","SNRNP25"
"3703","1068","12S U11 snRNP","PRKRIP1"
"20606","1068","12S U11 snRNP","COD"
"20607","1068","12S U11 snRNP","SNRPB1"
"20609","1068","12S U11 snRNP","PBSCF"
"20610","1068","12S U11 snRNP","PBSCG"
"20612","1068","12S U11 snRNP","SNRPD1"
"20614","1068","12S U11 snRNP","NSEP1"
"20615","1068","12S U11 snRNP","YB1"
"20616","1068","12S U11 snRNP","HM1"
"20617","1068","12S U11 snRNP","U1SNRNPBP"
"20618","1068","12S U11 snRNP","SFRS7"
"20619","1068","12S U11 snRNP","C6orf151"
"20622","1068","12S U11 snRNP","C16orf33"
"3704","1069","FIF-FGR2 complex","FGF2"
"3705","1069","FIF-FGR2 complex","API5"
"20623","1069","FIF-FGR2 complex","FGFB"
"293","107","TFIIH transcription factor complex","ERCC2"
"294","107","TFIIH transcription factor complex","ERCC3"
"295","107","TFIIH transcription factor complex","GTF2H1"
"296","107","TFIIH transcription factor complex","CDK7"
"297","107","TFIIH transcription factor complex","CCNH"
"298","107","TFIIH transcription factor complex","MNAT1"
"299","107","TFIIH transcription factor complex","GTF2H2"
"300","107","TFIIH transcription factor complex","GTF2H3"
"301","107","TFIIH transcription factor complex","GTF2H4"
"12859","107","TFIIH transcription factor complex","XPD"
"12861","107","TFIIH transcription factor complex","XPDC"
"12862","107","TFIIH transcription factor complex","XPB"
"12864","107","TFIIH transcription factor complex","XPBC"
"12865","107","TFIIH transcription factor complex","BTF2"
"12866","107","TFIIH transcription factor complex","CAK"
"12868","107","TFIIH transcription factor complex","CAK1"
"12870","107","TFIIH transcription factor complex","CDKN7"
"12872","107","TFIIH transcription factor complex","MO15"
"12874","107","TFIIH transcription factor complex","STK1"
"12876","107","TFIIH transcription factor complex","CAP35"
"12878","107","TFIIH transcription factor complex","MAT1"
"12880","107","TFIIH transcription factor complex","RNF66"
"12881","107","TFIIH transcription factor complex","BTF2P44"
"3706","1070","SNX complex (SNX1, SNX1a, SNX2, SNX4)","SNX2"
"3707","1070","SNX complex (SNX1, SNX1a, SNX2, SNX4)","SNX4"
"3708","1070","SNX complex (SNX1, SNX1a, SNX2, SNX4)","SNX1"
"3709","1071","PKD2-FPC complex","PKHD1"
"3710","1071","PKD2-FPC complex","PKD2"
"20627","1071","PKD2-FPC complex","FCYT"
"20628","1071","PKD2-FPC complex","TIGM1"
"20629","1071","PKD2-FPC complex","TRPP2"
"3711","1072","SNX complex (SNX2), oligomeric","SNX2"
"3712","1078","MSH2-MSH6 complex","MSH2"
"3713","1078","MSH2-MSH6 complex","MSH6"
"20632","1078","MSH2-MSH6 complex","GTBP"
"3714","1079","P-TEFb.1 complex","CCNT1"
"3715","1079","P-TEFb.1 complex","CDK9"
"20634","1079","P-TEFb.1 complex","CDC2L4"
"20636","1079","P-TEFb.1 complex","TAK"
"3716","1080","P-TEFb.2 complex","CCNT2"
"3717","1080","P-TEFb.2 complex","CDK9"
"20638","1080","P-TEFb.2 complex","CDC2L4"
"20640","1080","P-TEFb.2 complex","TAK"
"3718","1081","MRN complex (MRE11-RAD50-NBN complex)","NBN"
"3719","1081","MRN complex (MRE11-RAD50-NBN complex)","MRE11A"
"3720","1081","MRN complex (MRE11-RAD50-NBN complex)","RAD50"
"20641","1081","MRN complex (MRE11-RAD50-NBN complex)","NBS"
"20643","1081","MRN complex (MRE11-RAD50-NBN complex)","NBS1"
"20645","1081","MRN complex (MRE11-RAD50-NBN complex)","P95"
"20646","1081","MRN complex (MRE11-RAD50-NBN complex)","HNGS1"
"20648","1081","MRN complex (MRE11-RAD50-NBN complex)","MRE11"
"3721","1082","P-TEFb.1 complex","CCNT1"
"3722","1082","P-TEFb.1 complex","CDK9"
"20651","1082","P-TEFb.1 complex","CDC2L4"
"20653","1082","P-TEFb.1 complex","TAK"
"3723","1083","P-TEFb.4 complex","CCNK"
"3724","1083","P-TEFb.4 complex","CDK9"
"20654","1083","P-TEFb.4 complex","CPR4"
"20655","1083","P-TEFb.4 complex","CDC2L4"
"20657","1083","P-TEFb.4 complex","TAK"
"3725","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PDXK"
"3726","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","POLB"
"3727","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","XRCC1"
"3728","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LIG3"
"3729","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","NEIL2"
"20658","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","C21orf124"
"20659","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","C21orf97"
"20660","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PKH"
"20661","1085","DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PNK"
"3730","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PDXK"
"3731","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","POLB"
"3732","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","XRCC1"
"3733","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LIG3"
"3734","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","NEIL1"
"20665","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","C21orf124"
"20666","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","C21orf97"
"20667","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PKH"
"20668","1086","DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","PNK"
"3735","1087","BIRC5-AURKB-INCENP-EVI5 complex","BIRC5"
"3736","1087","BIRC5-AURKB-INCENP-EVI5 complex","EVI5"
"3737","1087","BIRC5-AURKB-INCENP-EVI5 complex","AURKB"
"3738","1087","BIRC5-AURKB-INCENP-EVI5 complex","INCENP"
"20672","1087","BIRC5-AURKB-INCENP-EVI5 complex","API4"
"20674","1087","BIRC5-AURKB-INCENP-EVI5 complex","IAP4"
"20675","1087","BIRC5-AURKB-INCENP-EVI5 complex","NB4S"
"20676","1087","BIRC5-AURKB-INCENP-EVI5 complex","AIK2"
"20678","1087","BIRC5-AURKB-INCENP-EVI5 complex","AIM1"
"20680","1087","BIRC5-AURKB-INCENP-EVI5 complex","AIRK2"
"20682","1087","BIRC5-AURKB-INCENP-EVI5 complex","ARK2"
"20683","1087","BIRC5-AURKB-INCENP-EVI5 complex","STK1"
"20685","1087","BIRC5-AURKB-INCENP-EVI5 complex","STK12"
"20687","1087","BIRC5-AURKB-INCENP-EVI5 complex","STK5"
"3739","1088","PRNP-ApolopoproteinE3 complex","PRNP"
"20689","1088","PRNP-ApolopoproteinE3 complex","ALTPRP"
"20690","1088","PRNP-ApolopoproteinE3 complex","PRIP"
"20691","1088","PRNP-ApolopoproteinE3 complex","PRP"
"3740","1089","VAM1-VELI1 complex","LIN7A"
"3741","1089","VAM1-VELI1 complex","MPP6"
"20692","1089","VAM1-VELI1 complex","MALS1"
"20693","1089","VAM1-VELI1 complex","VELI1"
"20694","1089","VAM1-VELI1 complex","VAM1"
"3742","1090","APLG1-Rababtin5 complex","AP1G1"
"3743","1090","APLG1-Rababtin5 complex","RABEP1"
"20695","1090","APLG1-Rababtin5 complex","ADTG"
"20696","1090","APLG1-Rababtin5 complex","CLAPG1"
"20697","1090","APLG1-Rababtin5 complex","RABAPTIN-5"
"20699","1090","APLG1-Rababtin5 complex","RAB5EP"
"20701","1090","APLG1-Rababtin5 complex","RABPT5"
"20703","1090","APLG1-Rababtin5 complex","RABPT5A"
"3744","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","SNX2"
"3745","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","SNX4"
"3746","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","LEPR"
"3747","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","SNX1"
"20706","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","DB"
"20708","1091","SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)","OBR"
"3748","1092","PCNA-KU antigen complex","PCNA"
"3749","1092","PCNA-KU antigen complex","XRCC6"
"3750","1092","PCNA-KU antigen complex","XRCC5"
"20711","1092","PCNA-KU antigen complex","G22P1"
"20713","1092","PCNA-KU antigen complex","KU70"
"20714","1092","PCNA-KU antigen complex","G22P2"
"20716","1092","PCNA-KU antigen complex","KU86"
"3751","1093","SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)","SNX2"
"3752","1093","SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)","SNX4"
"3753","1093","SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)","INSR"
"3754","1093","SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)","SNX1"
"3755","1094","Frataxin complex","ATP5L"
"3756","1094","Frataxin complex","HSPD1"
"3757","1094","Frataxin complex","SDHA"
"3758","1094","Frataxin complex","HSPA9"
"3759","1094","Frataxin complex","FXN"
"3760","1094","Frataxin complex","LYRM4"
"3761","1094","Frataxin complex","AFG3L2"
"20722","1094","Frataxin complex","HSP60"
"20723","1094","Frataxin complex","SDH2"
"20724","1094","Frataxin complex","SDHF"
"20725","1094","Frataxin complex","GRP75"
"20727","1094","Frataxin complex","HSPA9B"
"20729","1094","Frataxin complex","mt-HSP70"
"20731","1094","Frataxin complex","mortalin"
"20732","1094","Frataxin complex","FRDA"
"20733","1094","Frataxin complex","X25"
"20734","1094","Frataxin complex","C6orf149"
"20735","1094","Frataxin complex","ISD11"
"3762","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","SNX2"
"3763","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","SNX4"
"3764","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","EGFR"
"3765","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","SNX1"
"20739","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","ERBB"
"20741","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","ERBB1"
"20743","1095","SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)","HER1"
"3766","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","SNX2"
"3767","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","SNX4"
"3768","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","PDGFRA"
"3769","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","SNX1"
"20747","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","PDGFR2"
"20749","1096","SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)","RHEPDGFRA"
"3770","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3F"
"3771","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3D"
"3772","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3H"
"3773","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3G"
"3774","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3J"
"3775","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3B"
"3776","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3E"
"3777","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3I"
"3778","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3A"
"3779","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3M"
"3780","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3C"
"3781","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3K"
"3782","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3L"
"20751","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S5"
"20752","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S7"
"20753","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S3"
"20754","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S4"
"20755","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S1"
"20756","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S9"
"20757","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S6"
"20758","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","INT6"
"20759","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S2"
"20760","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","TRIP1"
"20761","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S10"
"20762","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","KIAA0139"
"20763","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","HFLB5"
"20764","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","PCID1"
"20765","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S8"
"20766","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S12"
"20767","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3EIP"
"20768","1097","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","EIF3S6IP"
"3783","1098","DNA synthesome complex (13 subunits)","POLA1"
"3784","1098","DNA synthesome complex (13 subunits)","TOP1"
"3785","1098","DNA synthesome complex (13 subunits)","TOP2A"
