Protein IDs,Compartment,Gene names,Normalized Map profiles,Fraction MAP1_01K,Fraction MAP1_03K,Fraction MAP1_06K,Fraction MAP1_12K,Fraction MAP1_24K,Fraction MAP1_80K,Fraction MAP2_01K,Fraction MAP2_03K,Fraction MAP2_06K,Fraction MAP2_12K,Fraction MAP2_24K,Fraction MAP2_80K,Fraction MAP3_01K,Fraction MAP3_03K,Fraction MAP3_06K,Fraction MAP3_12K,Fraction MAP3_24K,Fraction MAP3_80K,SVM predictions,Actin binding proteins,ER,Endosome,Ergic/ cisGolgi,Golgi,Large Protein Complex,Lysosome,Mitochondrion,Nuclear pore complex,Peroxisome,Plasma membrane,Protein IDs,Compartment Marker,Gene names,PredictionMax probability,Prediction Winner,Multiple Prediction Winners?,Classification,Confidence
Q15758,Plasma membrane,SLC1A5,,0.126246186,0.275333801,0.254474629,0.220091245,0.094669484,0.029184656,0.115726642,0.317705914,0.264698823,0.192086028,0.084669212,0.02511338,0.127609965,0.254212436,0.277144929,0.214722252,0.098494575,0.027815842,,0.002877061,0.002118803,0.001810125,0.001154281,0.005642547,0.000404857,0.00118326,0.001757743,0.000917146,0.000761105,0.981373073,Q15758,Plasma membrane,SLC1A5,0.981,Plasma membrane,no,Plasma membrane,Very High
P62166,undefined,NCS1,,0.111307651,0.231942758,0.262908234,0.212275269,0.121525838,0.060040251,0.130055584,0.245826825,0.234592194,0.204431026,0.124187398,0.060906973,0.106282538,0.226355092,0.252356835,0.215509646,0.128147747,0.071348143,,0.00272118,0.00269622,0.002336729,0.004162314,0.003139472,0.000595385,0.000906424,0.000788163,0.000717313,0.00077336,0.98116344,P62166, ,NCS1,0.981,Plasma membrane,no,Plasma membrane,Very High
Q53GA4,undefined,PHLDA2,,0.134348118,0.278054376,0.261301134,0.206665783,0.079150829,0.04047976,0.132833698,0.302303343,0.250809816,0.194917584,0.077090879,0.04204468,0.118759707,0.266666757,0.260946819,0.215789057,0.097820406,0.040017255,,0.004450981,0.001868198,0.00142836,0.001183689,0.006528406,0.000462543,0.001120302,0.001508872,0.000850568,0.000697011,0.979901069,Q53GA4, ,PHLDA2,0.980,Plasma membrane,no,Plasma membrane,Very High
P15529-3,undefined,CD46,,0.108959457,0.256214965,0.282400037,0.213043917,0.106108786,0.033272837,0.107180583,0.258484873,0.273287512,0.197479051,0.115811114,0.047756867,0.14575991,0.222659232,0.265399198,0.21866617,0.101268047,0.046247443,,0.002049681,0.005347929,0.002243786,0.001614761,0.003566483,0.000389335,0.001341438,0.001851005,0.000829374,0.001132224,0.979633985,P15529-3, ,CD46,0.980,Plasma membrane,no,Plasma membrane,Very High
Q8NBI5-2,undefined,SLC43A3,,0.108045471,0.311869014,0.255999198,0.205319939,0.088263418,0.030502959,0.141593096,0.308591187,0.240072642,0.212078376,0.069914292,0.027750407,0.143565064,0.228585239,0.256136517,0.223352387,0.112701749,0.035659045,,0.004673669,0.001996997,0.002277523,0.001471218,0.004532978,0.000542749,0.001431633,0.00162544,0.001128344,0.000758489,0.979560959,Q8NBI5-2, ,SLC43A3,0.980,Plasma membrane,no,Plasma membrane,Very High
P08174,Plasma membrane,CD55,,0.094204167,0.271593767,0.281067677,0.202191748,0.10417802,0.046764622,0.110121381,0.23026214,0.279866059,0.230587291,0.102975921,0.046187208,0.107515794,0.243081586,0.27565772,0.213538766,0.113640127,0.046566008,,0.001452987,0.004392699,0.001879227,0.001841545,0.005302311,0.000398421,0.001095481,0.001895761,0.000879942,0.001426465,0.979435162,P08174,Plasma membrane,CD55,0.979,Plasma membrane,no,Plasma membrane,Very High
P04899,undefined,GNAI2,,0.117816619,0.282104731,0.271685992,0.205682725,0.093799372,0.02891056,0.119414648,0.28102083,0.278370765,0.205653864,0.083879519,0.031660374,0.111071129,0.273228229,0.265276973,0.208780204,0.105849918,0.035793546,,0.002310559,0.002130235,0.001477524,0.001229145,0.008001413,0.00038524,0.001024792,0.002378685,0.000890956,0.000758009,0.979413443,P04899, ,GNAI2,0.979,Plasma membrane,no,Plasma membrane,Very High
P62070,undefined,RRAS2,,0.122633917,0.265632368,0.27765113,0.199468905,0.096107552,0.038506128,0.115901797,0.276791528,0.269046587,0.203779243,0.093940445,0.0405404,0.11667688,0.277256807,0.250349058,0.20182138,0.111309478,0.042586398,,0.002906184,0.001967272,0.001193887,0.001506976,0.007830566,0.000412764,0.000862893,0.002480255,0.000809051,0.000658698,0.979371452,P62070, ,RRAS2,0.979,Plasma membrane,no,Plasma membrane,Very High
P53985,Plasma membrane,SLC16A1,,0.129097329,0.268135283,0.283009888,0.212219266,0.078565818,0.028972417,0.126221884,0.30235688,0.262531973,0.199435494,0.078630145,0.030823624,0.134096444,0.280009418,0.272597163,0.215111344,0.074098033,0.024087598,,0.002910728,0.003031274,0.002235342,0.00102385,0.00524128,0.000515557,0.001476839,0.002350858,0.000989538,0.000930556,0.979294179,P53985,Plasma membrane,SLC16A1,0.979,Plasma membrane,no,Plasma membrane,Very High
Q9Y4D7,Plasma membrane,PLXND1,,0.11351445,0.259466248,0.262589603,0.217073205,0.098808651,0.048547843,0.119637527,0.254285632,0.261472163,0.213998005,0.09715064,0.053456034,0.103549932,0.212364722,0.271856094,0.225295956,0.092065765,0.094867532,,0.002238059,0.004974689,0.002221959,0.002099099,0.003777513,0.000624173,0.001653386,0.000945054,0.000774315,0.001474305,0.97921745,Q9Y4D7,Plasma membrane,PLXND1,0.979,Plasma membrane,no,Plasma membrane,Very High
O75695,undefined,RP2,,0.10031746,0.292584709,0.23284266,0.216836153,0.107594662,0.049824357,0.118683285,0.283956515,0.243436799,0.201146599,0.105488967,0.047287835,0.116943523,0.2486863,0.256866971,0.21721633,0.110877756,0.04940912,,0.004032868,0.00150911,0.001153567,0.002533341,0.008023931,0.000445104,0.000738588,0.001126743,0.000755956,0.000565399,0.979115394,O75695, ,RP2,0.979,Plasma membrane,no,Plasma membrane,Very High
Q08722,Plasma membrane,CD47,,0.111174619,0.263010578,0.25719401,0.211266659,0.099453226,0.057900908,0.109937802,0.267702145,0.257639598,0.194219815,0.112441444,0.058059198,0.109704975,0.234284233,0.2552049,0.224581894,0.115812878,0.060411119,,0.003169845,0.002397396,0.001515464,0.002973502,0.007043024,0.000535779,0.00089199,0.001162556,0.000683597,0.000811512,0.978815335,Q08722,Plasma membrane,CD47,0.979,Plasma membrane,no,Plasma membrane,Very High
P19256,Plasma membrane,CD58,,0.131729366,0.219044393,0.213081783,0.21196118,0.175658668,0.048524609,0.118659871,0.270481066,0.235823019,0.201645571,0.111547007,0.061843468,0.119675468,0.273343947,0.226131433,0.215988997,0.110252775,0.05460738,,0.005745158,0.001765222,0.001990173,0.002636591,0.004279448,0.001377463,0.000796025,0.001341407,0.000871628,0.000571919,0.978624965,P19256,Plasma membrane,CD58,0.979,Plasma membrane,no,Plasma membrane,Very High
Q14542,undefined,SLC29A2,,0.113759645,0.259515743,0.28473969,0.189534368,0.111478492,0.040972062,0.092703824,0.272593676,0.2677864,0.217419183,0.097920082,0.051576835,0.129898462,0.229383085,0.274646959,0.220213911,0.09493847,0.050919114,,0.001989017,0.00523924,0.001612828,0.001767632,0.005882657,0.000417918,0.000993243,0.001735113,0.000803155,0.001150577,0.97840862,Q14542, ,SLC29A2,0.978,Plasma membrane,no,Plasma membrane,Very High
Q9NY35,undefined,CLDND1,,0.122550091,0.227215085,0.289156995,0.225301948,0.093923002,0.041852879,0.144970665,0.280719666,0.264487657,0.200724089,0.079185153,0.029912771,0.121453456,0.292701128,0.265968473,0.219322134,0.080329484,0.020225326,,0.001978011,0.005686305,0.002577689,0.000961171,0.003354833,0.000593378,0.001577293,0.002703824,0.001019149,0.001150948,0.9783974,Q9NY35, ,CLDND1,0.978,Plasma membrane,no,Plasma membrane,Very High
Q9H6B4,Plasma membrane,CLMP,,0.12726665,0.25868999,0.230303306,0.220607521,0.108017108,0.055115426,0.112882987,0.232476691,0.24791531,0.206396226,0.129195191,0.071133595,0.130122232,0.215442333,0.235556093,0.220460688,0.114655694,0.083762959,,0.005068841,0.002360718,0.003222217,0.003920622,0.002938327,0.000788546,0.001036546,0.000765454,0.000727316,0.000839111,0.978332302,Q9H6B4,Plasma membrane,CLMP,0.978,Plasma membrane,no,Plasma membrane,Very High
O75054,undefined,IGSF3,,0.101208949,0.218137944,0.212769433,0.231706228,0.12723697,0.108940476,0.097197774,0.26669614,0.240576101,0.227495802,0.108850394,0.059183789,0.103752279,0.212472219,0.26069244,0.232163306,0.129979132,0.060940624,,0.002273552,0.00309766,0.002811697,0.00647137,0.002845569,0.000692379,0.000883893,0.000566277,0.000720804,0.001404433,0.978232367,O75054, ,IGSF3,0.978,Plasma membrane,no,Plasma membrane,Very High
P50895,Plasma membrane,BCAM,,0.106391465,0.28266401,0.267763274,0.212322715,0.090111106,0.04074743,0.104239702,0.277711041,0.280545028,0.211921374,0.089809907,0.035772948,0.098071983,0.251604201,0.271707545,0.226532049,0.109819596,0.042264626,,0.001832762,0.002734038,0.001677875,0.001606804,0.009183569,0.000414614,0.001077976,0.0019127,0.000860537,0.001068893,0.977630232,P50895,Plasma membrane,BCAM,0.978,Plasma membrane,no,Plasma membrane,Very High
P25445,Plasma membrane,FAS,,0.125184777,0.290779722,0.253988822,0.195811341,0.098216748,0.036018591,0.123850229,0.288599988,0.257492662,0.189806088,0.096763888,0.043487144,0.13848574,0.25993937,0.253890523,0.208334139,0.098804274,0.040545955,,0.006135119,0.0016022,0.001249946,0.001348429,0.007558993,0.000405189,0.00091624,0.001789997,0.00081294,0.000606535,0.977574411,P25445,Plasma membrane,FAS,0.978,Plasma membrane,no,Plasma membrane,Very High
P06241,Plasma membrane,FYN,,0.105919416,0.284048692,0.252326154,0.207112821,0.104430399,0.046162519,0.100785349,0.299464646,0.261734085,0.201237075,0.093699192,0.043079654,0.126044348,0.243892115,0.252875431,0.220520955,0.110976663,0.045690488,,0.003521778,0.001933083,0.001238617,0.002228427,0.009108335,0.000438119,0.000840336,0.001719804,0.000778629,0.000669651,0.97752322,P06241,Plasma membrane,FYN,0.978,Plasma membrane,no,Plasma membrane,Very High
Q14344,undefined,GNA13,,0.105588728,0.300360045,0.271926606,0.202742224,0.085242278,0.034140119,0.123216314,0.295122583,0.247609056,0.217439798,0.08106421,0.035548038,0.131240355,0.287215544,0.265455279,0.19875707,0.092138422,0.02519333,,0.003423579,0.001593552,0.001430463,0.001494576,0.009211679,0.000488094,0.001080346,0.002225607,0.000972488,0.000662624,0.977416994,Q14344, ,GNA13,0.977,Plasma membrane,no,Plasma membrane,Very High
Q14156,Plasma membrane,EFR3A,,0.124410465,0.254799611,0.240859994,0.202746789,0.118641003,0.058542138,0.111205662,0.275819327,0.223467795,0.195501808,0.095095275,0.098910133,0.129589168,0.265143841,0.231029232,0.241530109,0.098205714,0.034501937,,0.006389491,0.001804889,0.001396048,0.002741041,0.005733906,0.001278871,0.000904733,0.00126614,0.000784369,0.000614031,0.977086482,Q14156,Plasma membrane,EFR3A,0.977,Plasma membrane,no,Plasma membrane,Very High
Q13332-2,undefined,PTPRS,,0.122009358,0.283533157,0.277262073,0.20775962,0.081164687,0.028271106,0.115681865,0.285756141,0.27944111,0.210431085,0.073187052,0.035502748,0.121251307,0.271802334,0.283943738,0.207824796,0.085890808,0.029287019,,0.002293923,0.003411563,0.001962071,0.001140705,0.00792607,0.00047714,0.001372594,0.002536284,0.000978687,0.001046604,0.976854358,Q13332-2, ,PTPRS,0.977,Plasma membrane,no,Plasma membrane,Very High
P09543,undefined,CNP,,0.11940182,0.274388277,0.2699462,0.199953478,0.095900834,0.040409391,0.109716744,0.281963623,0.269633614,0.205398482,0.093021128,0.04026641,0.125666207,0.27164539,0.271093326,0.191103711,0.098491224,0.042000143,,0.003078668,0.002192336,0.00116865,0.001562606,0.010126421,0.000380121,0.00088252,0.002353944,0.000809184,0.000734331,0.976711218,P09543, ,CNP,0.977,Plasma membrane,no,Plasma membrane,Very High
P62745,undefined,RHOB,,0.107307106,0.266565023,0.258363743,0.201938939,0.104231236,0.061593954,0.113516782,0.273304378,0.255038457,0.200639949,0.100086125,0.05741431,0.111937601,0.255245238,0.266751112,0.215378783,0.097491338,0.053195929,,0.003202598,0.00236063,0.001139659,0.002477801,0.010121102,0.000480063,0.000764047,0.001342622,0.000680361,0.000777775,0.976653341,P62745, ,RHOB,0.977,Plasma membrane,no,Plasma membrane,Very High
P04156,undefined,PRNP,,0.075335559,0.242611002,0.276857291,0.240581748,0.121370354,0.043244046,0.079761099,0.200782309,0.264818326,0.265726876,0.113583057,0.075328333,0.103961847,0.243655574,0.253220947,0.229414805,0.123636594,0.046110233,,0.001303819,0.004876741,0.003885454,0.002916148,0.00229802,0.000782706,0.00203814,0.002069157,0.001085924,0.002297176,0.976446713,P04156, ,PRNP,0.976,Plasma membrane,no,Plasma membrane,Very High
Q9UBI6,undefined,GNG12,,0.072418253,0.29413806,0.291604781,0.205947539,0.107456171,0.028435197,0.090573966,0.247717266,0.270568218,0.266122166,0.090661672,0.034356712,0.133199661,0.246418499,0.262515134,0.205258351,0.117251744,0.035356611,,0.001679274,0.003764131,0.002320075,0.002306902,0.005241311,0.000645503,0.001331459,0.003732905,0.001215034,0.001355422,0.976407984,Q9UBI6, ,GNG12,0.976,Plasma membrane,no,Plasma membrane,Very High
P48960,Plasma membrane,CD97,,0.097980632,0.243979472,0.233948896,0.235178912,0.120390716,0.068521371,0.087615729,0.23313922,0.250018467,0.242120556,0.108003792,0.079102236,0.108349863,0.223502187,0.246261825,0.217221036,0.133061235,0.071603855,,0.002295908,0.002965497,0.002891701,0.007916019,0.002852653,0.000757351,0.001210052,0.000755418,0.000766526,0.001196402,0.976392472,P48960,Plasma membrane,CD97,0.976,Plasma membrane,no,Plasma membrane,Very High
Q8NE01,Plasma membrane,CNNM3,,0.129264963,0.269640216,0.272522356,0.218578628,0.076909352,0.033084485,0.124450341,0.299108971,0.273731009,0.193520965,0.07475235,0.034436364,0.136457204,0.246251987,0.28067403,0.209161768,0.081372912,0.0460821,,0.003187986,0.004832859,0.002284347,0.001183079,0.005569726,0.00052089,0.0017703,0.002203486,0.000951781,0.001163268,0.976332278,Q8NE01,Plasma membrane,CNNM3,0.976,Plasma membrane,no,Plasma membrane,Very High
P06213,Plasma membrane,INSR,,0.106762579,0.224807881,0.271914132,0.210667943,0.10946106,0.076386404,0.111495619,0.263485993,0.223145578,0.22496871,0.116024511,0.060879589,0.121262274,0.195862436,0.255744509,0.222208726,0.12744711,0.077474947,,0.002497347,0.005338555,0.003261204,0.006042126,0.002332991,0.000624737,0.001143508,0.00072897,0.000775264,0.001222302,0.976032995,P06213,Plasma membrane,INSR,0.976,Plasma membrane,no,Plasma membrane,Very High
Q9BZ67-2;Q9BZ67;Q9BZ67-3;Q9BZ68,undefined,FRMD8;FRMD8P1,,0.125425743,0.281370219,0.272080444,0.197327314,0.083243488,0.040552792,0.118539329,0.307704943,0.251154071,0.201125467,0.080575364,0.040900826,0.137978815,0.286291415,0.224430349,0.217880897,0.133418524,0,,0.005214698,0.001685414,0.001889552,0.001549448,0.006838797,0.000734752,0.001280431,0.003581735,0.001117108,0.000675934,0.975432131,Q9BZ67-2;Q9BZ67;Q9BZ67-3;Q9BZ68, ,FRMD8;FRMD8P1,0.975,Plasma membrane,no,Plasma membrane,Very High
P48067-2,undefined,SLC6A9,,0.123482847,0.266274289,0.270965494,0.233841378,0.078541284,0.026894708,0.129292271,0.317977839,0.26375587,0.176993475,0.079298837,0.03268171,0.136568783,0.273625159,0.223052366,0.238723773,0.09438772,0.033642199,,0.004598772,0.002430545,0.002749098,0.001430165,0.005099742,0.000907335,0.002112734,0.003295535,0.001085266,0.000883783,0.975407025,P48067-2, ,SLC6A9,0.975,Plasma membrane,no,Plasma membrane,Very High
P06756,Plasma membrane,ITGAV,,0.101728116,0.231403429,0.236476897,0.240036949,0.122633624,0.067720986,0.094255968,0.203920839,0.255010074,0.259727233,0.122210044,0.064875842,0.110192281,0.21089246,0.242017546,0.240394101,0.128415254,0.068088359,,0.00157268,0.004592424,0.008130448,0.003269511,0.001352609,0.00050697,0.001453313,0.000757573,0.000865635,0.002191655,0.975307182,P06756,Plasma membrane,ITGAV,0.975,Plasma membrane,no,Plasma membrane,Very High
P05362,Plasma membrane,ICAM1,,0.138954792,0.293835919,0.250752338,0.193436325,0.093068051,0.029952576,0.13053541,0.308413887,0.249335634,0.201012165,0.082228881,0.028474024,0.142482784,0.284027361,0.258330637,0.193795351,0.095646347,0.025717521,,0.007964914,0.001540273,0.001716196,0.001135893,0.007148389,0.000505074,0.001211774,0.001930349,0.000981428,0.000679582,0.975186128,P05362,Plasma membrane,ICAM1,0.975,Plasma membrane,no,Plasma membrane,Very High
P62873,undefined,GNB1,,0.105132025,0.286209989,0.265731392,0.208753257,0.098388332,0.035785005,0.098697864,0.300565808,0.261962183,0.218795929,0.08570173,0.034276487,0.104604516,0.277792922,0.252351097,0.21537186,0.113257008,0.036622598,,0.002478556,0.001918526,0.001296732,0.00197885,0.011951619,0.000494672,0.000888758,0.002354545,0.000891749,0.000680914,0.975065079,P62873, ,GNB1,0.975,Plasma membrane,no,Plasma membrane,Very High
P16070,Plasma membrane,CD44,,0.123017999,0.299968029,0.261148891,0.193849424,0.090573668,0.03144199,0.123649484,0.311418382,0.248744775,0.205891889,0.080222655,0.030072816,0.135947093,0.270059497,0.274255102,0.195911063,0.094555195,0.029272051,,0.005252486,0.001797399,0.001608175,0.001384058,0.010166113,0.000466496,0.001155578,0.002037878,0.000982308,0.000710391,0.974439119,P16070,Plasma membrane,CD44,0.974,Plasma membrane,no,Plasma membrane,Very High
P50443,undefined,SLC26A2,,0.123473327,0.284644291,0.271783599,0.199842766,0.085837643,0.034418374,0.130019556,0.316026751,0.258870992,0.19132158,0.070622724,0.033138398,0.124751889,0.268630849,0.24863513,0.21999488,0.102261426,0.035725826,,0.004846581,0.002087078,0.001716559,0.001410912,0.009517628,0.000568743,0.001361396,0.002543763,0.000978169,0.000753048,0.974216122,P50443, ,SLC26A2,0.974,Plasma membrane,no,Plasma membrane,Very High
Q12913,Plasma membrane,PTPRJ,,0.091151731,0.216080563,0.263874917,0.2520494,0.115408489,0.061434901,0.08569562,0.23910946,0.250525387,0.24658987,0.111874126,0.066205538,0.088118101,0.206948972,0.263768391,0.245864485,0.135184888,0.060115163,,0.001221115,0.007331712,0.005183274,0.003031755,0.00152316,0.000512443,0.002512189,0.000960103,0.000909986,0.002782001,0.974032261,Q12913,Plasma membrane,PTPRJ,0.974,Plasma membrane,no,Plasma membrane,Very High
Q6EMK4,undefined,VASN,,0.102463796,0.28630877,0.265764376,0.232486397,0.079895593,0.033081068,0.110863091,0.307328605,0.283117103,0.21050228,0.065794265,0.022394655,0.109251314,0.263793416,0.285838711,0.225620467,0.089979392,0.0255167,,0.001970109,0.003644614,0.002588588,0.001427277,0.008753084,0.00064299,0.001768714,0.002829226,0.001095516,0.001323185,0.973956697,Q6EMK4, ,VASN,0.974,Plasma membrane,no,Plasma membrane,Very High
Q6ZUX7,undefined,LHFPL2,,0.144593436,0.245423927,0.27374851,0.257975441,0.078258687,0,0.112701235,0.254052111,0.244017358,0.283039054,0.072559062,0.033631179,0.107016476,0.276922297,0.292127721,0.190605246,0.081986101,0.05134216,,0.001713014,0.007149967,0.00489408,0.001094978,0.002172944,0.001036521,0.002485181,0.002216297,0.001396325,0.001988236,0.973852457,Q6ZUX7, ,LHFPL2,0.974,Plasma membrane,no,Plasma membrane,Very High
Q9Y4F1,Plasma membrane,FARP1,,0.141889569,0.293469974,0.270351122,0.182528841,0.083383461,0.028377033,0.124780745,0.291377638,0.260077793,0.20088285,0.085494974,0.037386001,0.142754263,0.273821166,0.262795506,0.200882797,0.083509609,0.03623666,,0.00693879,0.002131538,0.001776493,0.001106675,0.008527775,0.000478518,0.001237187,0.002350464,0.000976733,0.000799411,0.973676416,Q9Y4F1,Plasma membrane,FARP1,0.974,Plasma membrane,no,Plasma membrane,Very High
O00186,Plasma membrane,STXBP3,,0.126988621,0.253451492,0.236455643,0.197802976,0.111777285,0.073523985,0.129491831,0.24317562,0.235689444,0.204528736,0.110386069,0.076728301,0.132934941,0.234038181,0.229922665,0.207760532,0.123416797,0.071926883,,0.009013496,0.002338375,0.002151537,0.00487791,0.004195425,0.001218364,0.000824806,0.001021919,0.000729703,0.000713317,0.972915149,O00186,Plasma membrane,STXBP3,0.973,Plasma membrane,no,Plasma membrane,Very High
Q6UVK1,Plasma membrane,CSPG4,,0.133781766,0.297432421,0.255705975,0.19611722,0.086821982,0.030140637,0.123418735,0.317515692,0.257870854,0.194495284,0.080021973,0.026677462,0.1329479,0.263896863,0.278787879,0.204391281,0.094417863,0.025558214,,0.005569188,0.002126669,0.001983166,0.001262421,0.010426336,0.000493459,0.001321439,0.002146592,0.001027117,0.000819159,0.972824453,Q6UVK1,Plasma membrane,CSPG4,0.973,Plasma membrane,no,Plasma membrane,Very High
